Postcode,Year,ftft,ftpt,ftaw,ftun,ftnotlf,ftunstated,ptpt,ptaw,ptun,ptnotlf,ptunstated,awaw,awun,awnotlf,awunstated,unun,unnotlf,ununstated,notlfnotlf,notlfunstated,unstatedunstated,ft,pt,aw,un,notlf,unstated
"2037, NSW",2016,220,253,52,21,146,20,31,6,9,33,18,3,5,7,0,4,13,0,25,18,0,92,59,9,14,109,4
"2038, NSW",2016,277,279,62,29,107,23,30,6,6,21,9,13,6,3,0,0,3,0,8,0,0,86,52,4,3,24,4
"2039, NSW",2016,267,249,51,20,150,27,24,0,7,20,20,10,0,0,3,3,4,0,8,5,0,78,34,3,4,18,0
"2040, NSW",2016,745,812,128,59,330,66,78,16,14,42,46,27,3,14,9,3,19,0,23,8,3,199,102,9,18,122,6
"2041, NSW",2016,448,485,82,44,283,43,46,11,10,34,20,11,0,10,0,0,7,3,13,13,3,137,55,10,18,54,0
"2042, NSW",2016,323,369,73,21,143,20,38,12,3,40,15,11,0,10,3,3,4,0,32,3,0,120,49,10,7,59,0
"2043, NSW",2016,149,177,50,20,73,17,21,9,0,4,12,3,0,3,0,0,0,0,3,0,0,66,30,4,7,16,0
"2044, NSW",2016,159,234,37,18,84,19,29,9,3,22,9,5,0,5,0,0,3,0,23,0,0,66,38,0,7,52,0
"2045, NSW",2016,212,273,18,19,102,23,28,4,5,19,3,6,0,5,0,0,0,0,18,0,0,59,33,4,5,5,0
"2046, NSW",2016,788,960,143,68,469,77,79,30,23,68,35,15,8,15,11,3,13,0,47,25,3,256,152,11,27,104,0
"2047, NSW",2016,284,341,54,25,195,28,30,11,6,34,20,11,0,8,0,0,0,4,17,10,0,124,58,0,3,25,0
"2048, NSW",2016,178,226,42,15,64,15,21,4,4,9,3,4,0,4,0,0,0,0,3,0,0,66,38,0,8,16,4
"2049, NSW",2016,272,295,41,11,116,29,27,10,11,24,15,8,0,6,0,0,3,0,13,9,0,107,47,7,9,44,0
"2050, NSW",2016,117,115,30,3,70,10,17,3,0,11,12,4,0,3,0,0,0,0,5,0,0,46,27,0,5,20,0
"2052, NSW",2016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2060, NSW",2016,244,242,57,32,178,20,23,0,5,12,7,10,3,10,3,0,0,3,16,10,0,116,57,7,8,34,0
"2061, NSW",2016,68,70,24,10,73,14,4,0,0,5,7,10,0,8,5,0,6,0,9,8,0,30,15,0,3,19,0
"2062, NSW",2016,209,196,43,31,144,19,14,9,4,17,11,4,0,7,0,5,0,0,8,3,0,89,32,6,3,27,0
"2063, NSW",2016,188,262,29,19,209,25,27,4,3,26,15,0,0,3,0,4,0,0,14,20,0,41,26,0,4,22,0
"2064, NSW",2016,310,291,64,59,231,40,29,8,6,35,17,10,0,8,0,7,13,3,27,20,0,103,44,0,13,56,3
"2065, NSW",2016,701,797,184,93,509,88,75,27,19,67,46,21,4,21,9,10,21,4,43,27,4,269,100,10,16,70,0
"2066, NSW",2016,1038,1187,149,130,692,87,112,25,33,85,56,31,5,27,4,11,26,4,42,36,3,307,135,10,18,103,0
"2067, NSW",2016,682,647,87,100,699,65,103,11,25,114,39,18,4,29,12,15,34,8,104,66,3,227,104,16,29,256,0
"2068, NSW",2016,576,765,86,61,457,76,52,20,18,69,32,21,8,15,4,4,14,4,41,48,3,159,78,9,11,72,0
"2069, NSW",2016,465,616,52,65,379,48,61,16,24,50,25,14,3,15,7,0,11,3,34,39,0,106,66,4,4,57,0
"2070, NSW",2016,472,549,39,54,383,57,62,10,10,47,31,10,0,7,6,4,23,5,31,42,4,105,70,7,6,53,0
"2071, NSW",2016,464,479,41,46,404,40,48,11,11,61,31,15,4,6,5,12,27,8,62,52,0,148,57,4,11,94,5
"2072, NSW",2016,249,269,36,31,200,27,29,5,11,36,11,4,0,4,4,11,11,0,36,19,0,76,42,4,14,60,0
"2073, NSW",2016,689,756,55,85,412,74,62,24,20,37,45,8,4,13,4,3,18,3,52,30,0,126,64,6,11,71,0
"2074, NSW",2016,756,954,97,102,510,62,65,20,26,72,56,14,4,17,8,5,13,0,45,48,3,164,96,12,16,62,0
"2075, NSW",2016,795,891,60,91,523,90,66,19,24,73,51,14,0,25,3,8,28,8,66,41,4,157,93,9,7,83,0
"2076, NSW",2016,898,995,99,92,537,84,88,16,20,81,59,20,8,15,11,5,17,6,58,41,0,182,101,14,17,99,0
"2077, NSW",2016,1175,1287,172,224,988,92,172,37,48,179,60,25,8,35,10,24,36,9,96,34,9,360,226,24,42,178,0
"2079, NSW",2016,215,389,30,21,144,9,35,9,11,22,10,0,0,0,0,0,0,0,14,3,0,59,40,8,4,28,0
"2080, NSW",2016,55,87,6,3,38,8,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,12,6,3,0,3,0
"2081, NSW",2016,193,306,19,27,108,19,25,5,6,15,13,3,0,8,4,0,0,0,4,3,0,30,28,0,3,9,0
"2082, NSW",2016,204,309,22,17,78,17,25,7,0,11,17,4,0,5,0,0,0,0,8,0,0,44,37,4,6,10,0
"2083, NSW",2016,36,35,0,4,24,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,4,0
"2084, NSW",2016,115,173,13,10,61,10,15,3,3,7,15,3,0,0,0,0,0,0,13,3,0,22,16,0,0,8,0
"2085, NSW",2016,388,600,51,33,166,30,38,10,5,17,21,13,0,8,0,3,5,0,20,23,0,79,51,4,7,23,0
"2086, NSW",2016,539,749,62,31,260,29,50,17,15,33,34,12,4,12,4,3,6,3,15,19,5,94,72,4,4,46,0
"2087, NSW",2016,450,665,43,49,273,40,62,14,10,35,32,7,0,10,6,4,5,0,27,15,4,112,69,3,10,32,3
"2088, NSW",2016,701,854,106,84,738,97,80,23,25,99,71,23,4,26,11,3,31,3,57,60,0,250,150,10,30,104,3
"2089, NSW",2016,221,249,54,30,183,35,29,9,4,14,14,13,0,3,0,5,5,4,10,9,0,130,44,7,15,35,0
"2090, NSW",2016,321,325,81,49,253,39,37,12,10,31,23,12,0,12,6,6,5,3,18,12,0,135,53,9,15,31,0
"2092, NSW",2016,251,366,23,33,209,27,26,9,4,20,23,7,0,4,3,0,3,0,15,15,0,53,32,0,6,24,0
"2093, NSW",2016,613,1131,120,78,560,94,88,26,29,80,67,21,4,23,15,0,14,6,28,35,3,226,146,12,21,85,4
"2094, NSW",2016,139,240,32,18,116,15,14,4,5,15,6,9,0,3,0,0,3,0,8,5,0,59,31,0,3,15,0
"2095, NSW",2016,269,375,72,34,261,38,48,9,8,39,27,5,4,11,7,4,10,0,17,10,0,109,63,6,17,36,0
"2096, NSW",2016,357,580,88,38,294,36,56,9,11,45,33,8,0,5,4,3,0,0,18,8,4,127,66,8,16,36,0
"2097, NSW",2016,477,740,70,27,258,36,62,6,9,41,32,17,0,12,4,0,7,0,23,20,4,120,106,9,10,44,0
"2099, NSW",2016,1052,1544,189,98,690,81,162,45,28,112,66,39,3,23,14,4,22,4,76,34,10,371,247,27,30,176,3
"2100, NSW",2016,638,1059,102,50,359,72,82,24,20,61,50,23,0,12,9,3,4,0,33,18,0,173,103,7,11,47,0
"2101, NSW",2016,454,828,86,29,304,39,75,25,8,49,25,20,6,10,3,6,3,3,18,22,6,158,134,7,9,40,0
"2102, NSW",2016,236,384,27,22,114,16,38,8,7,23,23,4,0,11,0,0,3,0,7,9,0,97,53,5,4,19,0
"2103, NSW",2016,257,472,41,15,147,21,54,15,8,20,31,10,0,10,0,0,4,0,11,13,0,94,66,3,5,19,0
"2104, NSW",2016,71,118,9,4,50,9,10,3,0,9,7,4,0,4,0,0,4,0,8,5,0,10,14,0,0,7,0
"2105, NSW",2016,45,70,3,6,20,10,6,0,0,7,5,4,0,5,0,0,0,0,4,5,0,14,10,0,0,3,0
"2106, NSW",2016,256,388,40,21,144,29,41,13,3,34,27,11,0,4,4,0,0,3,16,13,4,93,71,4,9,37,0
"2107, NSW",2016,400,684,36,30,238,29,85,14,12,49,48,20,0,14,9,0,9,0,21,15,5,113,86,6,7,46,0
"2108, NSW",2016,21,32,5,5,16,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,14,0,3,8,0
"2109, NSW",2016,19,15,9,7,25,7,0,0,0,12,0,3,0,0,0,0,0,0,12,0,0,11,3,0,0,15,0
"2110, NSW",2016,314,366,34,26,209,41,22,13,3,33,24,4,0,4,5,0,4,0,33,13,0,76,40,5,8,40,0
"2111, NSW",2016,416,560,60,51,234,38,41,13,18,29,21,11,0,12,7,4,4,0,19,16,0,137,80,3,16,36,0
"2112, NSW",2016,939,1064,129,149,637,97,105,31,28,140,51,28,3,23,12,23,31,7,104,41,8,283,156,14,31,160,3
"2113, NSW",2016,604,606,73,72,356,58,66,20,28,46,24,11,5,12,6,7,14,0,35,18,0,125,81,3,9,71,0
"2114, NSW",2016,644,698,108,101,537,71,99,21,30,120,18,27,7,25,10,14,21,0,63,28,0,172,118,8,13,119,0
"2115, NSW",2016,301,341,49,36,225,34,44,7,3,54,18,3,0,11,5,4,4,5,55,27,3,84,54,10,29,85,3
"2116, NSW",2016,182,210,20,23,146,16,23,11,18,36,3,3,0,3,3,5,17,0,26,9,0,68,42,4,12,52,0
"2117, NSW",2016,576,652,87,63,481,35,109,14,25,132,21,22,9,20,11,5,23,4,105,22,5,176,112,7,27,168,5
"2118, NSW",2016,799,774,76,134,689,67,112,20,33,159,40,18,5,36,17,19,53,11,105,45,6,188,119,20,26,155,0
"2119, NSW",2016,493,502,42,37,244,53,52,6,10,22,22,9,4,6,5,3,14,6,20,14,0,84,40,0,0,41,0
"2120, NSW",2016,756,880,99,70,424,54,87,13,24,56,34,22,7,17,6,7,18,4,40,23,0,156,96,9,11,60,0
"2121, NSW",2016,992,905,83,150,696,86,141,21,37,128,43,29,5,30,7,18,46,4,104,36,9,235,124,5,23,167,6
"2122, NSW",2016,822,773,107,138,656,63,136,25,35,138,38,12,8,31,5,19,36,12,116,34,7,250,136,11,26,164,0
"2123, NSW",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2125, NSW",2016,609,667,56,55,388,60,71,13,23,51,32,15,3,8,3,9,17,5,41,30,0,109,53,5,4,55,0
"2126, NSW",2016,741,798,81,99,489,49,70,16,27,58,39,13,0,9,7,7,14,5,49,26,4,151,64,6,12,71,0
"2127, NSW",2016,378,333,61,53,371,38,55,13,11,74,17,9,8,16,0,5,25,5,39,27,4,113,54,7,11,57,0
"2128, NSW",2016,38,43,12,8,73,4,7,0,0,27,0,0,0,8,0,0,6,0,23,4,0,18,7,4,3,15,0
"2129, NSW",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2130, NSW",2016,177,219,27,19,99,20,35,7,7,22,4,9,0,4,0,0,0,0,17,4,0,77,37,0,8,27,0
"2131, NSW",2016,475,499,64,90,385,47,88,20,36,85,18,17,3,19,0,8,21,0,65,9,8,178,119,19,34,133,0
"2132, NSW",2016,310,326,46,34,158,16,44,5,12,41,16,9,4,13,0,0,8,10,40,16,0,97,55,0,15,63,4
"2133, NSW",2016,329,350,39,45,205,24,45,10,13,51,22,7,3,16,4,0,8,0,37,17,0,100,73,5,12,59,6
"2134, NSW",2016,272,218,28,44,226,23,61,11,12,77,9,12,0,12,12,10,20,3,63,10,3,87,59,11,17,111,0
"2135, NSW",2016,631,551,72,63,464,45,111,10,15,117,29,14,0,26,9,8,15,0,81,26,9,157,90,14,21,134,3
"2136, NSW",2016,218,231,17,26,135,19,22,3,3,34,8,7,3,10,0,0,5,4,25,5,0,72,57,7,8,50,0
"2137, NSW",2016,807,818,109,63,500,60,96,28,25,81,41,16,4,23,6,14,16,3,75,33,4,231,142,11,21,137,3
"2138, NSW",2016,469,465,87,69,389,52,63,21,13,74,15,12,0,14,7,4,22,5,112,24,7,135,76,7,17,98,0
"2139, NSW",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2140, NSW",2016,393,298,53,96,412,36,62,14,21,92,18,12,3,28,4,15,30,5,64,21,0,114,75,14,21,76,0
"2141, NSW",2016,559,465,74,67,666,41,125,15,42,273,31,30,6,66,10,14,59,6,253,42,6,200,123,17,36,208,0
"2142, NSW",2016,423,395,63,91,613,47,103,22,40,293,20,26,11,61,15,20,86,3,315,48,13,122,107,20,33,273,7
"2143, NSW",2016,199,149,23,27,220,8,34,3,12,106,8,5,3,26,0,11,21,5,93,13,9,63,47,0,14,115,3
"2144, NSW",2016,387,417,50,104,987,58,133,24,57,480,25,34,11,99,13,31,128,9,557,76,25,158,123,12,55,388,13
"2145, NSW",2016,2682,2196,340,605,2152,200,261,77,92,407,82,75,22,122,29,48,111,19,395,74,34,548,323,36,105,508,13
"2146, NSW",2016,616,565,79,77,407,37,61,23,15,70,10,5,4,21,6,16,18,0,60,16,9,146,94,13,24,99,3
"2147, NSW",2016,1076,1109,153,125,771,49,119,37,43,134,36,26,10,47,17,13,36,8,110,25,15,311,186,35,56,309,4
"2148, NSW",2016,1721,1534,235,273,1576,98,238,76,90,333,46,65,16,96,22,34,106,7,344,59,19,568,341,49,134,574,19
"2150, NSW",2016,757,500,94,302,1075,80,91,17,45,158,14,23,8,49,14,34,60,10,149,18,12,179,130,17,41,160,4
"2151, NSW",2016,544,614,77,94,500,44,88,15,24,115,22,22,3,30,3,10,32,4,59,21,4,162,127,16,33,129,6
"2152, NSW",2016,290,363,49,38,250,26,44,8,8,37,14,13,0,20,0,0,9,0,39,9,0,112,68,6,7,58,0
"2153, NSW",2016,2160,2372,279,239,1346,154,218,57,67,177,74,48,7,54,20,21,64,15,108,52,5,473,254,25,45,164,11
"2154, NSW",2016,1490,1520,122,164,905,119,170,20,42,130,68,29,5,25,11,22,37,14,90,67,8,330,145,15,31,155,4
"2155, NSW",2016,2708,2728,298,265,1397,209,192,53,62,147,85,74,5,53,17,16,31,9,105,58,14,445,259,23,41,165,5
"2156, NSW",2016,419,568,34,28,238,25,46,11,6,36,26,13,0,13,0,0,9,0,20,14,0,85,42,4,3,28,5
"2157, NSW",2016,100,155,8,4,80,9,17,9,0,7,0,3,0,4,0,0,3,0,12,0,0,27,12,3,4,12,0
"2158, NSW",2016,268,292,32,20,175,30,48,10,9,30,15,7,0,4,0,0,0,0,26,3,0,68,37,3,4,35,0
"2159, NSW",2016,144,210,17,12,78,7,19,0,0,16,6,4,0,4,4,0,3,0,6,8,0,19,31,3,3,16,0
"2160, NSW",2016,537,608,72,96,911,61,112,27,37,372,36,30,9,88,18,31,110,4,484,62,23,233,192,28,65,455,12
"2161, NSW",2016,407,408,54,82,730,44,91,30,38,404,14,21,0,75,8,24,117,0,556,64,24,184,129,20,53,443,13
"2162, NSW",2016,325,311,37,64,442,25,67,15,24,191,15,11,5,48,8,13,57,0,230,35,8,127,122,12,32,274,6
"2163, NSW",2016,86,83,7,25,163,13,32,3,17,98,3,5,5,13,0,0,28,0,165,23,4,49,63,4,30,198,0
"2164, NSW",2016,323,346,38,47,409,18,53,16,15,137,12,16,6,25,5,5,69,0,301,21,20,158,121,18,34,239,3
"2165, NSW",2016,486,499,70,99,828,26,116,26,63,408,21,23,10,65,13,42,141,5,1125,73,42,295,242,27,118,722,15
"2166, NSW",2016,766,554,63,144,1175,50,214,29,107,526,25,44,14,108,20,68,162,14,675,73,38,467,473,54,252,1110,30
"2167, NSW",2016,339,277,47,67,228,23,40,9,13,43,5,3,0,20,4,11,8,0,38,10,5,80,50,7,18,85,3
"2168, NSW",2016,746,740,86,117,914,63,141,38,50,366,30,38,8,86,8,25,113,9,649,47,23,342,292,41,112,859,27
"2170, NSW",2016,2480,2315,332,330,2445,183,336,75,108,751,84,87,21,181,32,50,255,23,1249,136,55,872,602,82,236,1316,36
"2171, NSW",2016,1335,1264,163,114,904,61,161,31,39,233,41,33,7,58,14,6,36,11,289,45,18,300,216,20,41,252,9
"2172, NSW",2016,156,111,17,10,53,12,0,0,0,9,4,3,0,5,3,0,0,0,5,5,0,10,11,0,0,4,0
"2173, NSW",2016,588,653,77,68,389,42,42,15,15,43,27,22,0,22,4,5,12,3,30,19,9,143,80,12,8,72,0
"2174, NSW",2016,117,72,16,12,70,6,10,0,4,13,5,0,0,0,0,0,9,4,12,0,0,11,4,0,4,11,0
"2175, NSW",2016,41,38,12,3,32,0,9,0,0,11,0,0,0,4,0,0,0,0,4,3,0,7,9,0,0,9,0
"2176, NSW",2016,970,918,103,95,999,62,153,31,57,382,32,33,13,72,16,31,115,8,702,54,33,331,251,34,79,557,12
"2177, NSW",2016,294,258,27,34,352,24,52,6,24,126,10,9,0,16,3,16,31,4,243,23,10,115,146,13,57,320,15
"2178, NSW",2016,98,99,9,10,76,7,15,7,3,21,0,4,0,7,4,0,3,0,19,0,0,19,10,0,7,25,0
"2179, NSW",2016,139,159,27,12,117,7,31,3,6,23,4,14,0,9,0,0,4,3,37,5,3,36,21,0,5,59,0
"2190, NSW",2016,346,459,46,59,652,44,102,30,29,337,24,22,0,61,17,19,79,7,359,89,18,113,119,20,47,310,9
"2191, NSW",2016,162,183,26,14,146,12,31,6,8,43,4,0,0,15,6,0,12,0,26,9,6,54,43,6,0,35,0
"2192, NSW",2016,216,201,37,40,263,15,72,19,15,105,11,16,0,16,6,7,21,6,93,22,5,99,93,13,29,164,3
"2193, NSW",2016,402,455,63,36,261,31,60,10,10,72,22,11,0,18,5,4,16,0,42,11,3,142,97,9,21,79,3
"2194, NSW",2016,427,407,59,87,571,34,117,23,40,223,16,13,0,48,7,20,40,0,157,28,13,187,169,19,57,226,0
"2195, NSW",2016,269,346,37,111,1070,56,108,19,61,485,23,14,10,75,10,28,135,8,408,50,19,124,107,11,56,278,13
"2196, NSW",2016,480,659,71,82,838,53,125,25,52,341,32,28,11,81,15,19,101,8,383,57,12,184,186,17,58,389,4
"2197, NSW",2016,174,179,21,25,199,9,25,12,5,90,12,8,0,30,4,4,26,0,109,17,3,59,39,5,19,142,4
"2198, NSW",2016,193,242,24,15,230,16,47,11,14,64,11,8,0,15,3,6,10,0,60,9,3,66,42,12,17,81,4
"2199, NSW",2016,286,317,31,49,448,30,74,17,33,181,9,9,7,48,0,10,51,5,206,30,19,131,110,13,42,217,4
"2200, NSW",2016,656,646,84,148,1198,72,158,39,66,498,34,44,7,101,21,36,130,11,533,66,33,330,288,35,130,626,12
"2203, NSW",2016,318,412,66,37,165,26,34,9,8,38,9,8,0,14,3,5,4,0,27,8,0,150,98,0,18,90,0
"2204, NSW",2016,498,657,108,47,276,47,105,24,16,100,31,24,4,30,0,9,11,0,73,14,6,197,138,13,36,182,3
"2205, NSW",2016,324,300,61,26,315,29,81,13,9,109,25,14,3,28,4,3,24,0,107,28,10,109,76,13,16,107,5
"2206, NSW",2016,549,647,79,46,338,30,86,17,17,68,28,25,0,20,5,4,12,0,69,14,10,164,96,12,31,80,0
"2207, NSW",2016,783,818,94,84,530,54,102,35,26,198,24,30,0,34,8,8,30,3,141,30,11,207,157,19,28,199,0
"2208, NSW",2016,294,409,47,21,234,20,55,4,17,64,8,22,0,7,0,5,13,0,34,11,9,87,73,7,19,103,0
"2209, NSW",2016,385,424,46,49,374,24,74,12,20,82,14,21,6,18,10,0,30,8,95,18,3,129,89,8,21,115,6
"2210, NSW",2016,700,904,115,79,529,63,117,28,31,174,32,31,6,27,14,15,32,8,147,23,9,224,186,18,63,267,9
"2211, NSW",2016,464,471,66,51,319,21,71,14,8,81,14,11,0,9,5,9,12,0,54,18,7,141,113,10,11,120,3
"2212, NSW",2016,412,410,65,47,323,34,59,5,19,80,16,16,0,20,3,9,25,4,89,14,4,137,98,14,25,135,0
"2213, NSW",2016,649,823,94,70,422,43,64,19,27,84,34,20,4,26,3,4,27,5,83,20,6,204,119,15,28,144,0
"2214, NSW",2016,104,171,18,3,62,7,14,4,0,11,7,4,0,4,0,0,4,0,9,0,0,31,29,0,3,13,0
"2216, NSW",2016,554,600,105,74,530,48,98,26,21,132,29,26,0,36,0,9,28,7,92,24,8,215,117,24,26,164,0
"2217, NSW",2016,678,756,117,91,541,67,121,28,36,152,15,22,9,28,3,9,21,0,77,14,5,213,157,17,26,164,4
"2218, NSW",2016,391,431,55,57,328,41,75,4,18,110,17,19,3,28,8,8,29,0,61,15,6,145,127,3,33,116,3
"2219, NSW",2016,315,404,59,27,203,25,41,10,14,41,12,8,3,15,3,3,19,0,36,3,0,107,121,3,6,65,0
"2220, NSW",2016,707,677,64,100,651,70,133,39,47,211,32,24,6,41,17,22,40,3,156,46,11,235,175,19,64,281,7
"2221, NSW",2016,494,542,54,51,352,46,77,20,12,84,16,19,4,28,6,6,15,3,51,30,0,138,87,12,15,82,0
"2222, NSW",2016,313,402,50,46,264,26,58,17,21,81,6,11,4,13,5,7,11,3,36,14,0,98,71,8,25,74,0
"2223, NSW",2016,609,783,94,62,401,60,85,25,21,76,31,26,3,17,10,5,7,7,45,13,0,185,118,12,17,98,0
"2224, NSW",2016,391,526,57,35,218,31,56,11,9,50,23,14,0,16,8,0,6,0,43,13,0,110,82,4,17,73,0
"2225, NSW",2016,193,320,40,14,111,9,17,9,7,16,19,7,0,4,0,0,4,0,7,6,0,33,27,0,4,11,0
"2226, NSW",2016,369,680,56,28,199,26,44,14,7,23,26,9,0,7,5,0,9,0,18,10,0,106,79,0,14,52,0
"2227, NSW",2016,426,750,82,34,238,29,40,16,3,25,24,9,0,9,7,3,9,0,14,10,0,140,101,11,9,34,0
"2228, NSW",2016,457,684,80,42,301,48,72,20,7,59,36,11,0,12,3,5,8,4,27,13,4,167,153,11,22,87,3
"2229, NSW",2016,748,1263,127,52,442,65,85,37,12,72,74,37,4,17,5,0,7,8,38,32,3,244,195,21,26,113,4
"2230, NSW",2016,573,957,136,51,400,52,85,29,11,67,42,18,8,21,7,0,11,0,32,28,5,246,209,17,13,105,6
"2231, NSW",2016,47,108,15,0,47,8,9,3,0,10,5,0,0,4,0,0,0,0,5,4,0,24,18,0,0,14,0
"2232, NSW",2016,884,1424,175,65,529,65,104,34,29,78,51,41,9,19,15,0,17,9,42,21,6,326,220,19,35,133,6
"2233, NSW",2016,846,1668,170,61,448,55,97,40,15,53,54,22,0,15,4,3,0,0,22,27,0,241,227,16,20,82,3
"2234, NSW",2016,1044,1438,115,60,489,57,96,37,20,66,48,29,4,24,10,4,13,6,70,20,0,288,165,14,22,116,0
"2250, NSW",2016,1302,2222,233,176,1105,128,240,66,54,197,89,51,5,76,18,14,53,4,161,51,6,614,538,47,124,612,8
"2251, NSW",2016,729,1249,124,65,475,62,151,30,24,88,80,26,8,29,11,0,14,13,48,25,8,321,265,17,61,207,4
"2256, NSW",2016,195,336,47,33,221,17,41,20,6,53,14,12,3,21,3,0,15,3,37,8,0,115,112,9,40,175,9
"2257, NSW",2016,378,781,103,62,410,38,103,23,25,88,39,23,3,30,13,3,29,3,78,22,11,236,295,29,61,304,4
"2258, NSW",2016,110,206,14,11,90,9,14,10,9,18,3,4,0,0,0,3,4,0,6,8,0,54,41,6,9,33,0
"2259, NSW",2016,1185,1901,202,161,946,102,186,51,46,175,88,46,9,67,12,7,50,14,156,61,15,546,546,48,145,693,9
"2260, NSW",2016,558,997,91,68,330,47,86,36,20,68,47,34,0,14,11,5,3,9,38,28,3,216,167,15,28,124,0
"2261, NSW",2016,877,1670,211,125,647,69,168,58,48,163,63,38,6,37,16,10,29,3,127,38,0,522,533,59,138,596,11
"2262, NSW",2016,275,562,68,59,314,31,56,24,19,73,18,15,0,25,5,5,19,0,63,30,6,177,241,34,73,347,12
"2263, NSW",2016,264,489,57,36,298,30,64,17,26,97,23,19,0,21,3,6,27,0,90,15,6,200,228,26,105,373,5
"2264, NSW",2016,222,375,39,21,181,18,50,16,11,37,19,7,0,10,0,9,6,3,49,14,0,110,128,16,41,149,5
"2265, NSW",2016,111,178,10,11,89,10,13,7,6,29,8,9,0,4,3,3,9,4,19,10,0,49,39,9,5,42,0
"2267, NSW",2016,43,75,9,0,22,5,16,4,0,11,4,4,0,0,3,0,0,0,6,0,0,11,22,0,3,23,0
"2278, NSW",2016,58,104,13,7,34,4,11,3,0,7,3,5,0,3,0,0,0,0,7,0,0,22,15,0,4,26,0
"2280, NSW",2016,535,1037,103,66,322,48,95,31,31,64,60,17,3,11,0,4,18,6,71,24,6,236,222,20,52,209,4
"2281, NSW",2016,226,410,51,27,168,10,50,21,10,36,23,12,0,12,4,3,9,8,39,18,0,112,134,12,26,113,3
"2282, NSW",2016,330,612,57,37,214,32,47,23,7,42,32,8,0,8,5,0,3,3,26,18,0,142,136,8,20,81,0
"2283, NSW",2016,339,629,63,35,296,37,65,21,19,55,38,22,3,10,7,8,23,7,68,26,4,167,197,29,71,296,10
"2284, NSW",2016,154,300,30,23,130,8,41,12,5,36,15,7,3,10,6,0,19,0,32,4,0,106,118,18,28,117,4
"2285, NSW",2016,751,1226,143,64,499,52,115,58,20,89,46,24,8,32,9,14,25,3,85,29,0,290,270,24,62,280,4
"2286, NSW",2016,79,130,23,10,60,5,13,8,0,14,4,0,0,0,0,3,6,0,12,7,0,25,48,4,12,46,0
"2287, NSW",2016,731,1272,151,103,544,61,115,35,36,104,60,32,5,33,19,10,46,7,127,45,6,334,303,32,81,358,8
"2289, NSW",2016,432,890,114,55,243,45,92,24,15,51,38,15,3,14,7,0,6,0,21,33,4,211,143,16,25,89,4
"2290, NSW",2016,595,1299,143,71,445,59,151,38,28,88,76,26,3,26,9,4,26,7,73,32,5,308,306,20,64,269,3
"2291, NSW",2016,324,549,47,16,158,42,49,15,16,34,50,9,0,3,7,3,7,0,18,10,0,106,74,11,11,44,0
"2292, NSW",2016,36,79,13,4,21,9,13,0,0,3,0,0,0,0,0,0,0,0,5,5,0,39,17,4,8,24,0
"2293, NSW",2016,28,66,9,11,17,4,5,0,4,0,0,0,0,0,0,0,0,0,0,3,0,29,32,0,6,19,0
"2294, NSW",2016,20,39,7,4,18,0,8,0,0,7,7,0,0,0,0,0,6,0,0,0,0,13,14,0,4,21,3
"2295, NSW",2016,110,185,26,11,74,19,14,5,0,11,9,5,4,5,3,3,7,0,7,6,0,40,43,7,8,58,0
"2296, NSW",2016,21,43,5,3,17,0,9,0,0,6,0,0,0,3,0,0,0,0,0,0,0,15,24,0,6,23,0
"2297, NSW",2016,17,54,5,3,26,0,11,0,0,3,0,0,0,3,0,0,0,0,5,0,0,15,21,0,4,18,0
"2298, NSW",2016,111,252,43,17,95,14,33,5,3,26,15,10,0,9,3,8,5,0,17,12,0,83,77,6,24,101,3
"2299, NSW",2016,166,331,31,16,139,19,46,14,17,40,8,5,0,10,0,6,11,0,72,5,3,94,98,11,31,131,7
"2300, NSW",2016,119,214,20,19,87,14,34,7,0,8,20,4,0,3,7,0,7,0,7,4,4,69,71,0,10,44,0
"2302, NSW",2016,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"2303, NSW",2016,164,279,23,15,85,23,29,8,9,20,26,4,3,7,0,0,6,4,12,10,0,84,57,6,20,79,0
"2304, NSW",2016,182,380,60,23,163,23,67,19,8,57,18,7,0,14,5,0,21,0,54,4,0,138,137,12,43,164,0
"2305, NSW",2016,269,561,62,32,161,32,44,13,8,29,39,18,0,6,4,7,8,0,16,17,3,131,105,16,16,76,5
"2306, NSW",2016,10,20,5,6,36,0,8,0,5,12,4,0,0,5,0,0,4,0,40,0,0,14,38,10,25,140,6
"2307, NSW",2016,40,82,9,11,50,3,15,9,3,18,5,0,0,4,0,0,6,0,13,0,0,36,33,0,7,54,0
"2308, NSW",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
