Postcode,Year,ftft,ftpt,ftaw,ftun,ftnotlf,ftunstated,ptpt,ptaw,ptun,ptnotlf,ptunstated,awaw,awun,awnotlf,awunstated,unun,unnotlf,ununstated,notlfnotlf,notlfunstated,unstatedunstated,ft,pt,aw,un,notlf,unstated
"2327, NSW",2021,125,152,38,13,94,4,26,7,3,28,4,7,0,5,4,0,0,0,31,4,3,83,82,26,22,134,0
"2328, NSW",2021,54,71,11,0,26,6,9,6,0,3,3,0,0,0,0,0,0,0,4,6,4,18,21,0,0,14,0
"2329, NSW",2021,41,58,0,4,30,4,4,4,0,9,0,0,0,0,0,0,0,0,8,0,0,17,11,0,0,20,0
"2330, NSW",2021,467,740,129,31,333,37,64,41,10,43,38,43,0,32,20,0,11,6,39,18,4,188,155,36,29,182,10
"2331, NSW",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2333, NSW",2021,283,385,54,24,202,22,36,24,11,39,31,14,3,24,4,0,18,0,44,12,0,158,108,28,29,173,8
"2334, NSW",2021,73,138,24,8,62,3,15,12,3,10,8,6,0,4,3,0,3,0,8,0,0,23,34,14,4,25,0
"2335, NSW",2021,228,309,76,10,118,22,22,22,0,21,20,13,0,15,3,0,0,0,9,9,5,106,73,10,10,53,0
"2336, NSW",2021,58,62,13,7,40,12,11,0,0,4,6,0,0,3,4,0,4,0,11,0,0,25,10,0,3,20,0
"2337, NSW",2021,245,276,31,9,91,11,26,11,3,13,9,4,0,13,3,0,6,0,9,5,0,71,52,7,3,41,3
"2338, NSW",2021,22,27,4,0,15,5,4,0,0,6,4,0,0,0,0,0,4,0,5,5,0,3,8,0,0,6,0
"2339, NSW",2021,12,23,4,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,4,0,6,3,0
"2340, NSW",2021,1422,1407,238,79,495,80,142,47,26,115,61,45,5,38,22,10,29,0,120,28,13,591,486,76,118,546,34
"2341, NSW",2021,23,27,0,0,9,0,3,0,0,0,3,4,0,0,0,0,0,0,4,0,0,7,16,3,0,25,0
"2342, NSW",2021,13,16,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"2343, NSW",2021,92,116,10,6,52,0,15,9,4,8,14,9,0,6,0,4,3,0,4,4,0,34,27,0,12,52,3
"2344, NSW",2021,23,24,4,0,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0
"2345, NSW",2021,19,20,6,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0
"2346, NSW",2021,53,57,7,0,30,0,6,6,0,13,5,3,0,0,0,0,4,0,4,0,0,16,26,6,4,43,5
"2347, NSW",2021,27,51,3,0,15,0,5,0,3,4,0,0,0,0,0,0,0,0,9,0,0,10,10,4,4,17,0
"2350, NSW",2021,629,591,77,38,228,23,109,33,12,96,25,21,3,14,10,0,18,5,98,8,8,236,218,31,30,237,7
"2352, NSW",2021,75,101,13,9,31,5,15,4,0,7,0,5,0,5,0,0,0,0,5,0,0,45,31,8,4,26,0
"2353, NSW",2021,22,34,4,0,8,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,14,0,0,9,0
"2354, NSW",2021,80,99,14,0,32,5,7,4,0,3,6,3,0,0,0,0,0,0,6,0,0,13,12,0,3,21,3
"2355, NSW",2021,15,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,0
"2356, NSW",2021,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2357, NSW",2021,65,71,16,5,22,0,12,4,3,9,6,0,0,3,0,0,5,0,15,0,0,35,48,0,4,42,0
"2358, NSW",2021,79,89,8,0,23,0,18,3,3,18,3,5,0,0,0,0,5,0,17,0,0,25,36,10,10,51,3
"2359, NSW",2021,7,14,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0
"2360, NSW",2021,306,333,52,28,128,24,37,16,3,43,13,11,0,8,7,3,11,0,41,5,7,120,144,16,37,177,11
"2361, NSW",2021,10,9,0,0,3,3,0,0,0,3,4,3,0,0,0,0,0,0,8,0,0,3,6,0,0,13,0
"2365, NSW",2021,84,72,14,6,32,7,14,9,0,10,0,3,0,5,0,0,0,0,11,6,3,25,17,6,6,25,0
"2369, NSW",2021,5,7,0,0,5,0,0,0,0,6,5,0,0,0,0,0,0,0,7,0,0,3,5,3,4,17,0
"2370, NSW",2021,130,130,26,6,50,10,24,3,3,22,8,8,0,6,0,3,9,0,26,7,4,57,56,11,21,86,4
"2371, NSW",2021,8,10,9,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,4,8,0,0,6,0
"2372, NSW",2021,70,79,13,3,31,0,5,5,4,12,8,0,0,0,0,0,3,0,16,5,0,31,25,3,9,52,4
"2379, NSW",2021,15,11,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2380, NSW",2021,293,326,60,16,116,19,30,22,4,10,25,10,0,10,8,0,5,0,22,0,4,108,78,22,17,94,5
"2381, NSW",2021,32,26,9,3,10,0,6,3,0,0,0,4,0,0,0,0,0,0,4,0,0,10,8,0,3,19,0
"2382, NSW",2021,24,29,9,5,23,0,0,3,0,0,0,0,0,3,0,0,0,0,7,6,0,9,5,0,0,7,0
"2386, NSW",2021,7,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2387, NSW",2021,6,5,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"2388, NSW",2021,51,69,8,3,28,8,8,4,0,11,6,0,0,6,0,0,0,0,6,0,0,21,12,5,9,28,0
"2390, NSW",2021,234,241,43,5,55,16,20,3,0,6,10,11,0,7,0,0,5,0,23,4,4,78,48,13,11,70,4
"2395, NSW",2021,12,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,6,0
"2396, NSW",2021,7,27,0,4,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0
"2397, NSW",2021,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"2398, NSW",2021,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2399, NSW",2021,5,17,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
"2400, NSW",2021,224,233,44,6,75,11,15,8,0,16,16,4,0,5,0,0,0,0,12,0,3,74,59,14,10,106,13
"2401, NSW",2021,11,10,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"2402, NSW",2021,22,34,0,5,14,3,4,4,0,5,3,3,0,0,0,0,0,0,8,0,0,13,12,0,5,15,0
"2403, NSW",2021,20,22,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,7,3,0,0,7,0
"2404, NSW",2021,28,26,8,0,11,4,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,6,8,0,0,12,0
"2405, NSW",2021,10,14,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"2408, NSW",2021,7,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2409, NSW",2021,16,17,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,8,11,0,0,32,3
"2410, NSW",2021,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2411, NSW",2021,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2415, NSW",2021,7,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2420, NSW",2021,61,84,16,0,44,0,15,4,0,14,3,3,0,4,0,0,0,0,15,0,0,28,34,4,5,39,0
"2421, NSW",2021,49,83,18,0,14,4,14,7,0,7,6,0,0,3,0,0,0,0,0,4,0,18,13,4,0,0,0
"2422, NSW",2021,68,98,15,8,30,6,31,10,3,16,6,7,0,3,3,0,6,0,17,4,3,29,45,8,14,42,3
"2423, NSW",2021,28,49,9,5,19,4,22,0,5,17,3,5,0,4,0,0,0,0,13,3,0,19,37,9,3,28,0
"2424, NSW",2021,5,9,0,0,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"2425, NSW",2021,36,64,8,3,25,0,9,0,0,8,5,4,0,0,0,0,3,0,11,0,0,13,3,0,0,15,0
"2426, NSW",2021,14,12,5,0,10,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,5,7,0,0,15,0
"2427, NSW",2021,27,31,5,0,16,6,9,5,0,3,4,0,0,4,0,0,0,0,10,0,0,15,26,3,4,23,0
"2428, NSW",2021,282,456,49,15,120,15,113,31,10,83,13,18,0,18,3,7,16,0,67,8,3,171,219,40,18,210,7
"2429, NSW",2021,132,208,30,4,65,9,38,5,4,35,10,11,0,18,0,0,4,0,38,9,4,67,92,14,22,106,3
"2430, NSW",2021,541,754,96,40,253,26,159,42,19,118,32,22,0,28,4,10,20,5,124,20,14,289,372,69,80,417,19
"2431, NSW",2021,63,85,28,6,33,4,29,0,6,20,0,5,0,3,0,0,3,0,12,4,3,35,34,3,3,40,0
"2439, NSW",2021,68,104,8,0,31,5,14,7,0,13,6,3,0,3,0,0,0,0,6,3,0,31,29,11,5,31,0
"2440, NSW",2021,317,381,56,13,161,18,98,22,12,98,26,15,0,23,8,6,22,0,89,9,11,189,216,45,57,353,18
"2441, NSW",2021,66,94,15,3,30,0,23,9,0,26,6,5,0,0,0,0,0,0,13,11,0,29,34,6,3,34,8
"2443, NSW",2021,90,120,22,0,50,7,18,8,7,29,7,3,0,5,0,0,3,0,21,0,0,50,70,0,9,64,0
"2444, NSW",2021,1083,1367,175,55,380,43,275,70,20,167,55,40,9,41,12,4,20,0,88,27,8,492,470,53,61,425,15
"2445, NSW",2021,153,217,19,14,49,14,31,12,6,23,7,5,0,6,5,0,3,0,13,7,0,60,60,18,4,38,0
"2446, NSW",2021,311,438,53,24,145,15,61,17,3,51,8,10,0,15,10,0,11,0,44,4,8,111,150,21,20,164,9
"2447, NSW",2021,116,160,15,3,70,8,51,13,4,38,9,3,0,6,0,0,3,0,25,11,0,48,68,17,12,89,0
"2448, NSW",2021,110,161,21,7,62,7,40,11,0,37,5,7,0,3,0,0,9,0,24,3,3,57,78,6,18,123,3
"2449, NSW",2021,14,27,3,0,21,0,11,8,6,16,0,0,0,0,0,0,0,0,10,0,3,10,19,4,7,43,6
"2450, NSW",2021,926,1201,141,55,392,52,281,60,22,195,57,30,4,47,13,11,36,0,152,22,14,483,439,59,74,399,11
"2452, NSW",2021,273,389,56,17,111,10,84,18,9,47,11,12,0,11,3,3,12,0,50,7,0,185,187,28,27,154,7
"2453, NSW",2021,33,54,8,0,21,6,18,0,0,11,0,0,0,10,0,0,0,0,11,0,3,12,17,0,5,16,0
"2454, NSW",2021,97,210,27,13,82,11,62,3,8,45,15,7,0,9,0,0,3,0,26,7,0,72,114,7,13,77,3
"2455, NSW",2021,25,72,8,0,28,3,20,5,3,6,0,0,0,0,0,0,0,0,0,3,0,30,30,5,11,33,0
"2456, NSW",2021,362,476,65,29,149,27,99,27,5,50,21,18,0,15,7,0,7,0,52,9,10,150,161,26,26,129,6
"2460, NSW",2021,486,615,82,37,284,34,106,38,18,93,35,19,4,35,3,7,25,10,96,22,9,280,299,41,53,404,17
"2462, NSW",2021,23,61,3,3,13,0,3,3,0,8,4,0,0,4,0,0,0,0,3,3,0,11,23,9,5,30,5
"2463, NSW",2021,132,194,28,8,67,3,37,10,10,36,11,5,0,10,3,0,4,0,21,7,0,41,47,8,6,71,3
"2464, NSW",2021,86,140,20,3,34,6,41,5,4,23,10,7,0,5,4,0,0,0,11,3,0,38,51,9,3,43,0
"2465, NSW",2021,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0
"2466, NSW",2021,8,17,6,0,7,0,4,0,0,3,5,3,0,0,0,0,0,0,0,4,0,9,14,4,3,19,0
"2469, NSW",2021,33,58,0,4,30,4,13,0,0,15,3,0,0,3,0,4,3,0,28,4,0,20,18,0,4,62,7
"2470, NSW",2021,262,348,49,7,145,18,55,19,3,60,9,18,3,8,0,0,4,5,46,11,0,134,126,28,25,189,9
"2471, NSW",2021,49,64,11,0,26,4,9,4,0,15,0,0,0,3,0,0,4,0,5,0,0,21,22,0,4,21,0
"2472, NSW",2021,37,46,3,0,23,0,7,4,0,10,3,0,0,3,0,0,5,0,8,3,0,17,13,6,4,18,0
"2473, NSW",2021,41,66,11,3,15,3,13,4,0,11,3,6,0,3,0,0,0,0,3,4,0,24,25,3,0,23,0
"2474, NSW",2021,91,119,8,7,47,3,32,0,7,23,4,0,0,3,4,0,7,0,35,3,0,41,54,14,8,74,7
"2475, NSW",2021,0,3,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0
"2476, NSW",2021,13,6,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9,0
"2477, NSW",2021,249,374,56,17,103,10,75,21,0,48,16,7,0,17,5,3,8,0,22,7,0,123,129,20,8,90,6
"2478, NSW",2021,548,864,127,35,261,24,209,60,9,132,36,32,0,26,9,4,3,0,62,21,6,308,318,41,32,209,4
"2479, NSW",2021,76,204,22,9,74,3,56,9,8,35,11,5,0,6,4,0,0,0,16,4,5,36,48,5,3,27,4
"2480, NSW",2021,817,1087,148,42,370,34,290,76,21,162,31,36,8,53,7,6,24,0,97,15,11,477,514,65,73,462,17
"2481, NSW",2021,161,276,39,14,86,14,125,25,9,59,18,8,0,20,6,0,6,0,27,9,9,76,116,20,17,92,3
"2482, NSW",2021,58,148,21,3,59,5,71,14,6,49,14,4,0,9,0,3,6,0,17,5,5,43,107,8,16,70,0
"2483, NSW",2021,112,286,36,9,108,11,108,24,14,57,13,10,7,8,6,0,9,0,24,11,0,88,156,11,15,102,6
"2484, NSW",2021,290,478,51,16,184,24,120,28,16,80,25,19,0,26,8,5,16,6,64,18,11,158,209,34,36,195,13
"2485, NSW",2021,129,284,49,17,112,6,59,28,15,51,10,16,5,13,8,0,11,0,30,5,3,116,138,40,18,128,8
"2486, NSW",2021,559,839,147,48,265,25,183,70,15,113,40,33,3,29,10,3,20,4,63,15,11,283,314,56,30,251,8
"2487, NSW",2021,346,523,58,19,146,15,100,33,9,47,24,14,0,15,3,5,9,0,29,12,6,116,114,19,11,65,9
"2488, NSW",2021,78,121,12,7,47,0,29,10,0,16,6,0,0,0,0,0,0,0,7,0,3,27,51,6,0,15,0
"2489, NSW",2021,152,307,35,11,84,8,77,20,11,30,22,7,0,6,0,3,0,0,21,10,5,60,86,14,13,55,0
"2490, NSW",2021,21,24,5,0,5,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,0,0,4,0
"2500, NSW",2021,608,812,239,64,381,18,163,80,29,161,19,53,6,48,8,10,30,7,166,12,3,335,204,59,38,256,4
"2502, NSW",2021,119,198,68,19,148,0,59,30,3,80,0,18,3,35,7,0,20,0,128,7,11,70,98,19,20,220,8
"2505, NSW",2021,73,105,45,0,44,0,25,16,3,24,0,14,0,7,0,0,0,0,23,0,3,57,35,8,6,72,0
"2506, NSW",2021,84,135,41,16,91,4,34,17,4,47,7,9,4,20,4,3,11,0,43,10,4,62,56,25,10,158,3
"2508, NSW",2021,233,424,113,19,140,3,80,50,4,47,11,16,0,14,3,3,0,0,12,0,0,75,52,12,0,36,0
"2515, NSW",2021,302,488,89,26,161,20,99,36,5,48,8,20,4,13,3,0,3,3,21,0,3,85,64,23,8,34,0
"2516, NSW",2021,216,295,85,15,81,8,54,15,6,26,9,10,5,9,6,3,5,0,12,3,0,51,40,6,4,37,0
"2517, NSW",2021,333,515,119,18,165,14,88,39,10,50,11,25,0,16,5,0,0,0,22,9,0,141,110,34,12,92,0
"2518, NSW",2021,348,553,139,29,201,21,79,62,8,71,15,23,3,24,7,3,10,0,64,10,4,189,169,33,22,195,4
"2519, NSW",2021,348,510,145,25,177,13,92,42,9,64,9,33,6,23,9,3,4,4,51,4,4,148,120,33,18,135,0
"2525, NSW",2021,402,454,110,31,175,14,71,29,4,45,8,20,0,11,10,0,7,0,28,3,4,100,66,28,5,69,0
"2526, NSW",2021,408,580,143,25,230,18,68,45,7,66,13,27,5,20,3,3,15,0,61,5,6,122,101,31,17,137,7
"2527, NSW",2021,571,899,275,35,301,30,125,97,20,94,29,52,8,48,19,0,6,0,55,16,8,231,232,72,26,225,7
"2528, NSW",2021,291,422,143,23,208,16,92,51,15,97,23,36,4,42,7,9,20,0,88,12,9,192,249,55,42,370,7
"2529, NSW",2021,659,997,264,41,319,25,168,92,11,90,34,42,4,57,11,0,11,3,68,16,10,278,228,61,18,192,11
"2530, NSW",2021,710,1115,339,55,402,27,171,105,19,120,39,77,4,68,11,5,9,0,95,19,10,333,318,94,30,341,7
"2533, NSW",2021,367,595,98,16,170,36,96,34,17,53,16,15,0,9,7,0,7,0,32,4,4,124,113,24,10,51,0
"2534, NSW",2021,115,198,32,4,57,11,33,13,7,22,9,3,0,6,0,0,3,0,8,3,0,19,41,8,0,16,0
"2535, NSW",2021,121,226,34,9,59,3,36,8,0,18,4,5,0,8,0,3,0,0,10,5,0,55,56,6,3,35,0
"2536, NSW",2021,246,339,57,17,119,23,82,22,3,67,14,17,0,21,5,4,3,0,61,9,0,163,193,29,20,189,6
"2537, NSW",2021,193,277,46,6,81,8,69,21,3,37,15,5,0,7,0,0,9,0,28,4,3,101,94,10,7,68,4
"2538, NSW",2021,37,77,15,0,24,0,18,8,0,10,4,0,0,0,0,0,0,0,0,4,0,10,17,3,0,12,0
"2539, NSW",2021,237,457,73,18,153,17,121,24,9,82,28,20,3,20,0,4,11,0,44,14,0,153,195,32,21,133,0
"2541, NSW",2021,451,651,117,21,273,25,130,47,11,99,27,21,3,22,10,9,24,0,109,15,13,258,308,41,49,376,7
"2545, NSW",2021,15,18,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,5,0,0,5,0
"2546, NSW",2021,103,179,23,6,57,11,47,19,0,25,16,10,0,9,0,0,0,0,23,4,0,48,67,11,6,74,0
"2548, NSW",2021,137,196,15,5,41,7,37,6,0,15,13,3,0,10,0,0,3,0,26,7,0,61,77,6,11,28,0
"2549, NSW",2021,76,133,8,4,25,5,25,4,4,23,10,3,0,5,0,0,0,0,3,3,3,29,33,8,3,23,0
"2550, NSW",2021,283,423,65,7,115,15,97,30,10,63,18,22,4,18,7,5,0,0,50,6,4,124,144,11,8,130,12
"2551, NSW",2021,41,59,12,6,23,8,7,9,0,13,5,10,0,0,0,0,3,0,14,4,4,20,38,3,8,32,3
"2555, NSW",2021,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"2556, NSW",2021,25,34,12,0,29,0,4,11,0,14,0,17,0,11,0,0,0,0,20,3,4,12,12,3,0,20,4
"2557, NSW",2021,654,596,270,71,410,27,150,73,10,138,13,80,10,73,9,8,24,0,130,18,15,150,87,32,12,162,4
"2558, NSW",2021,209,200,79,30,176,15,36,52,12,62,7,40,6,53,5,0,9,0,80,15,6,102,91,40,17,135,4
"2559, NSW",2021,27,38,15,11,42,4,16,8,0,19,3,3,3,11,0,3,8,0,53,0,0,17,22,7,11,126,3
"2560, NSW",2021,1539,1424,584,171,1271,72,293,304,81,494,55,240,33,316,50,37,103,0,639,75,44,783,550,221,142,1289,38
"2563, NSW",2021,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
"2564, NSW",2021,230,228,67,58,267,19,64,50,27,112,8,33,14,72,0,11,32,0,160,23,11,106,78,39,25,311,11
"2565, NSW",2021,928,761,253,123,639,45,186,105,38,233,22,99,23,146,21,21,54,5,299,25,15,207,160,69,42,280,9
"2566, NSW",2021,581,576,193,83,506,26,155,91,47,216,16,87,13,106,12,11,54,4,274,16,23,211,164,79,31,325,8
"2567, NSW",2021,1465,1324,456,70,606,42,280,183,28,199,24,123,12,96,22,6,13,3,153,12,18,419,287,93,32,321,12
"2568, NSW",2021,22,28,9,0,9,0,10,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
"2569, NSW",2021,45,45,10,0,18,0,6,3,0,5,0,9,0,5,0,0,0,0,0,0,4,4,10,3,0,3,0
"2570, NSW",2021,1950,2206,714,143,1022,71,456,286,57,303,49,197,23,148,44,18,48,5,276,30,30,645,406,137,69,413,16
"2571, NSW",2021,393,470,148,19,180,24,84,47,4,45,9,30,0,23,7,0,3,0,38,9,6,87,72,20,10,76,3
"2572, NSW",2021,100,162,51,4,63,0,33,10,0,20,9,11,3,14,6,0,0,0,10,0,0,54,47,10,9,40,0
"2573, NSW",2021,117,176,58,13,76,0,29,19,0,22,3,16,3,8,0,3,6,0,17,0,0,62,53,15,5,75,4
"2574, NSW",2021,141,153,36,4,70,8,32,17,5,14,4,11,4,20,0,0,0,0,15,3,0,47,40,13,5,48,0
"2575, NSW",2021,437,599,99,21,215,24,107,41,10,56,21,13,4,20,15,8,14,0,38,10,5,151,127,24,14,87,0
"2576, NSW",2021,265,388,44,10,147,14,77,18,8,40,15,9,0,15,0,0,0,0,32,4,4,85,80,8,9,56,0
"2577, NSW",2021,350,494,74,14,151,28,104,30,8,51,19,19,8,23,3,3,3,0,31,13,3,130,111,23,5,94,0
"2578, NSW",2021,32,69,14,4,24,3,8,0,0,9,0,6,0,4,0,0,0,0,6,0,0,27,19,4,0,7,0
"2579, NSW",2021,99,132,21,3,37,3,26,6,4,21,3,5,0,9,0,0,5,0,18,3,4,32,34,3,3,22,0
"2580, NSW",2021,706,772,132,33,313,42,94,56,7,93,30,30,0,31,5,6,19,0,58,12,8,311,256,37,43,250,9
"2581, NSW",2021,71,102,10,0,30,12,6,5,0,8,0,5,0,4,0,0,5,0,3,0,0,22,10,0,0,11,0
"2582, NSW",2021,543,464,74,20,128,27,53,10,3,33,20,14,0,11,0,3,0,0,14,8,0,133,85,13,9,61,0
"2583, NSW",2021,75,117,22,0,43,3,19,10,6,11,4,3,0,4,0,0,0,0,14,8,0,32,26,4,0,24,0
"2584, NSW",2021,10,16,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
"2585, NSW",2021,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0
"2586, NSW",2021,45,61,18,4,30,7,7,7,0,0,4,0,0,3,0,0,3,0,4,0,3,8,16,5,0,23,4
"2587, NSW",2021,57,78,15,6,33,5,7,0,0,7,0,6,0,5,0,0,3,0,10,0,0,11,14,3,8,27,3
"2588, NSW",2021,8,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"2590, NSW",2021,121,143,19,11,68,9,21,12,4,22,12,0,4,0,0,0,0,0,25,4,0,46,53,3,19,59,4
"2594, NSW",2021,230,317,52,13,122,21,45,17,6,50,19,9,0,14,4,0,11,0,52,14,12,116,117,18,30,124,10
"2619, NSW",2021,587,392,85,14,138,26,27,16,0,13,11,12,0,3,3,0,0,0,6,5,0,129,33,10,3,18,0
"2621, NSW",2021,355,249,46,9,65,6,21,11,0,11,7,11,0,0,0,0,0,0,12,5,0,69,19,3,10,14,0
"2622, NSW",2021,95,80,15,5,32,0,21,3,0,9,0,3,0,3,0,0,0,0,8,3,0,30,26,0,4,21,0
"2623, NSW",2021,15,15,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,9,6,0,0,3,0
"2624, NSW",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2625, NSW",2021,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"2626, NSW",2021,15,16,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"2627, NSW",2021,169,161,14,3,27,8,33,11,0,12,8,3,0,0,0,0,0,0,3,0,0,42,39,0,0,14,0
"2628, NSW",2021,57,81,9,0,17,6,9,4,0,8,4,0,0,0,0,0,0,0,0,0,0,18,15,0,3,8,0
"2629, NSW",2021,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2630, NSW",2021,189,185,35,5,111,16,43,7,3,22,3,8,0,4,6,0,3,0,18,11,0,75,62,11,4,48,0
"2631, NSW",2021,9,15,0,0,5,0,4,0,0,9,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0
"2632, NSW",2021,44,62,4,4,13,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,13,19,0,4,18,0
"2633, NSW",2021,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
"2640, NSW",2021,944,1346,209,49,374,68,153,50,19,99,53,16,4,20,11,7,19,0,69,18,4,429,365,50,55,311,12
"2641, NSW",2021,269,403,57,25,168,7,71,20,14,51,14,8,0,11,16,3,12,0,50,7,5,177,179,19,39,248,8
"2642, NSW",2021,110,227,23,3,74,6,11,10,6,16,11,4,0,3,0,0,0,0,14,6,3,35,29,7,4,20,0
"2643, NSW",2021,58,87,12,4,23,3,18,6,0,9,3,4,0,3,0,0,0,0,4,0,5,22,20,3,3,16,0
"2644, NSW",2021,47,57,12,4,24,4,10,3,0,10,8,0,0,4,0,0,0,0,0,0,0,22,20,0,0,11,0
"2645, NSW",2021,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0
"2646, NSW",2021,120,160,39,5,59,8,14,8,0,10,8,0,4,4,0,0,0,0,4,0,4,64,42,6,6,41,0
"2647, NSW",2021,55,69,9,3,19,0,9,0,0,4,0,3,0,6,0,0,0,0,0,0,0,19,9,0,0,9,0
"2648, NSW",2021,34,44,5,0,21,0,13,4,0,6,3,7,0,0,5,0,0,0,6,5,0,15,14,4,3,20,5
"2649, NSW",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2650, NSW",2021,1736,1934,290,67,591,108,182,51,34,151,88,55,4,51,20,15,42,3,166,37,11,643,543,65,88,561,26
"2651, NSW",2021,86,94,16,7,42,3,4,3,0,10,7,5,0,3,0,0,0,0,8,0,3,36,29,14,5,15,0
"2652, NSW",2021,132,156,33,0,58,6,18,4,3,13,5,4,0,0,5,0,3,0,6,3,3,27,22,4,7,30,0
"2653, NSW",2021,47,67,9,0,21,3,5,3,0,4,5,4,0,5,5,0,0,0,4,0,3,24,22,4,3,16,0
"2655, NSW",2021,41,41,7,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,11,3,0,11,0
"2656, NSW",2021,33,32,5,0,15,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,0,7,8,0,3,13,0
"2658, NSW",2021,29,44,3,0,11,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,5,13,0,0,14,0
"2659, NSW",2021,8,23,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,3,4,3,15,0
